Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_GW,Vph1_Num_wells_GW,Vph1_penetrance_GW,Vph1_class E_GW,Vph1_class G_GW,Vph1_enlarged_GW,Vph1_fragmented_GW,Vph1_multilobed_GW,Vph1_V-ATPase defect_GW,Vph1_WT_GW,Vph1_none_GW,Snf7_Num_cells_GW,Snf7_Num_wells_GW,Snf7_penetrance_GW,Snf7_condensed_GW,Snf7_fragmented_GW,Snf7_membrane_GW,Snf7_WT_GW,Snf7_none_GW,Sla1_Num_cells_GW,Sla1_Num_wells_GW,Sla1_penetrance_GW,Sla1_aggregate_GW,Sla1_decreased patch number_GW,Sla1_depolarized patches_GW,Sla1_increased patch number_GW,Sla1_WT_GW,Sla1_none_GW,Sac6_Num_cells_GW,Sac6_Num_wells_GW,Sac6_penetrance_GW,Sac6_aggregate_GW,Sac6_bright patches_GW,Sac6_decreased patch number_GW,Sac6_depolarized patches_GW,Sac6_WT_GW,Sac6_none_GW
YAR019C,CDC15,cdc15-1,TSA821,RT,259,1,17,0.004,0.012,0.035,0.05,0.05,0.019,0.83,0,192,1,36.5,0.188,0.12,0.016,0.635,0.042,38,1,10.5,0.053,0,0.053,0,0.895,0,31,1,22.6,0,0,0.097,0.129,0.774,0
YBL034C,STU1,stu1-12,TSA822,37,213,1,21.1,0.075,0.009,0.023,0.033,0.061,0.009,0.789,0,68,1,26.5,0.147,0.118,0,0.735,0,189,1,27,0.037,0.085,0.132,0.005,0.73,0.011,172,1,16.3,0.006,0.006,0.041,0.11,0.837,0
YBL034C,STU1,stu1-12,TSA822,RT,139,1,23,0.036,0,0.014,0.05,0.086,0.036,0.77,0.007,107,1,40.2,0.224,0.075,0.028,0.598,0.075,60,1,11.7,0.033,0.017,0.05,0.017,0.883,0,60,1,18.3,0.017,0.033,0.033,0.1,0.817,0
YFR051C,RET2,ret2-1,TSA823,37,194,1,17.5,0.041,0.015,0.01,0.036,0.036,0.036,0.825,0,,,,,,,,,280,2,60,0.064,0.507,0.018,0.004,0.4,0.007,5,1,100,0,1,0,0,0,0
YFR051C,RET2,ret2-1,TSA823,RT,373,1,20.4,0.016,0.005,0.043,0.054,0.059,0.027,0.796,0,,,,,,,,,334,2,12.9,0.027,0.06,0.024,0.018,0.871,0,45,1,24.4,0.089,0.089,0.044,0.022,0.756,0
YGL093W,SPC105,spc105-4,TSA824,37,62,1,11.3,0.032,0,0.016,0,0.032,0.032,0.887,0,118,1,30.5,0.144,0.085,0.042,0.695,0.034,248,1,20.2,0.048,0.02,0.06,0.065,0.798,0.008,234,1,22.6,0.047,0.017,0.056,0.107,0.774,0
YGL093W,SPC105,spc105-4,TSA824,RT,115,1,23.5,0.009,0.017,0.087,0.026,0.061,0.035,0.765,0,168,1,28.6,0.137,0.071,0.036,0.714,0.042,119,1,17.6,0.092,0.025,0.008,0.05,0.824,0,109,1,18.3,0.018,0.028,0.009,0.119,0.817,0.009
YBR154C,RPB5,rpb5-h147r,TSA825,37,319,2,34.8,0.031,0.003,0.166,0.031,0.085,0.031,0.652,0,131,2,37.4,0.092,0.206,0.031,0.626,0.046,96,1,32.3,0.021,0.219,0.052,0.021,0.677,0.01,92,1,22.8,0,0.076,0.033,0.12,0.772,0
YBR154C,RPB5,rpb5-h147r,TSA825,RT,179,2,34.6,0.022,0,0.028,0.061,0.201,0.034,0.654,0,60,2,63.3,0.317,0.183,0.083,0.367,0.05,77,1,22.1,0.026,0.169,0.013,0.013,0.779,0,77,1,14.3,0.026,0.026,0.013,0.078,0.857,0
YDL126C,CDC48,cdc48-1,TSA826,37,184,1,33.7,0.207,0,0.005,0.038,0.076,0.011,0.663,0,46,1,69.6,0.13,0.5,0.043,0.304,0.022,143,1,76.2,0.524,0.091,0.007,0.119,0.238,0.021,,,,,,,,,
YDL126C,CDC48,cdc48-1,TSA826,RT,90,1,37.8,0.178,0,0.033,0.022,0.144,0,0.622,0,123,1,48,0.049,0.35,0.049,0.52,0.033,173,1,59.5,0.48,0.04,0.029,0.046,0.405,0,,,,,,,,,
YJR093C,FIP1,fip1-433,TSA827,37,312,2,19.6,0.013,0.003,0.038,0.067,0.058,0.016,0.804,0,198,2,25.8,0.02,0.066,0.126,0.742,0.045,21,1,38.1,0,0.095,0,0.286,0.619,0,18,1,27.8,0,0,0.167,0.111,0.722,0
YJR093C,FIP1,fip1-433,TSA827,RT,249,2,24.1,0.02,0.02,0.028,0.072,0.088,0.012,0.759,0,139,2,30.2,0.129,0.014,0.094,0.698,0.065,37,1,37.8,0.162,0,0.027,0.189,0.622,0,37,1,35.1,0.054,0,0.054,0.243,0.649,0
YNR043W,MVD1,mvd1-1296,TSA828,37,,,,,,,,,,,,51,1,33.3,0.059,0.098,0.137,0.667,0.039,35,2,37.1,0.257,0,0.086,0.029,0.629,0,20,1,65,0.1,0.15,0,0.35,0.35,0.05
YNR043W,MVD1,mvd1-1296,TSA828,RT,,,,,,,,,,,,77,1,37.7,0.195,0.117,0.026,0.623,0.039,35,2,34.3,0.057,0.143,0.114,0,0.657,0.029,9,1,55.6,0,0,0.111,0.333,0.444,0.111
YJR076C,CDC11,cdc11-3,TSA83,37,39,1,17.9,0.051,0,0,0.103,0.026,0,0.821,0,161,1,29.2,0.106,0.118,0.031,0.708,0.037,170,1,17.1,0.029,0.006,0.106,0.024,0.829,0.006,164,1,21.3,0.018,0.049,0.006,0.14,0.787,0
YJR076C,CDC11,cdc11-3,TSA83,RT,152,1,14.5,0.033,0.007,0.013,0.013,0.066,0.013,0.855,0,178,1,24.7,0.107,0.079,0.039,0.753,0.022,117,1,20.5,0.06,0.077,0.034,0.034,0.795,0,114,1,17.5,0.026,0.026,0.053,0.07,0.825,0
YOR057W,SGT1,sgt1-3,TSA830,37,66,1,47,0,0.015,0.091,0.091,0.258,0.015,0.53,0,45,1,51.1,0.067,0.4,0.022,0.489,0.022,71,1,46.5,0.014,0.197,0.183,0.07,0.535,0,66,1,37.9,0.045,0.03,0.091,0.212,0.621,0
YOR057W,SGT1,sgt1-3,TSA830,RT,35,1,51.4,0.057,0,0.057,0.143,0.171,0.086,0.486,0,64,1,46.9,0.125,0.203,0.078,0.531,0.063,11,1,45.5,0,0.273,0.091,0,0.545,0.091,8,1,0,0,0,0,0,1,0
YOR116C,RPO31,rpo31-698,TSA831,37,640,3,28,0.038,0.014,0.011,0.061,0.131,0.022,0.72,0.003,650,3,57.7,0.432,0.031,0.078,0.423,0.035,39,1,25.6,0,0.179,0.051,0,0.744,0.026,35,1,17.1,0.057,0,0.057,0.057,0.829,0
YOR116C,RPO31,rpo31-698,TSA831,RT,252,3,19.4,0.02,0.016,0.02,0.02,0.099,0.02,0.806,0,446,3,56.7,0.352,0.02,0.137,0.433,0.058,,,,,,,,,,,,,,,,,,
YPR086W,SUA7,sua7-c149r,TSA832,37,584,3,22.6,0.022,0.015,0.009,0.043,0.122,0.015,0.774,0,395,3,20.5,0.089,0.053,0.03,0.795,0.033,314,2,27.1,0.051,0.073,0.061,0.07,0.729,0.016,24,1,50,0.042,0.167,0.167,0.125,0.5,0
YPR086W,SUA7,sua7-c149r,TSA832,RT,213,3,26.8,0.052,0.038,0.023,0.042,0.108,0.005,0.732,0,287,3,28.6,0.122,0.049,0.073,0.714,0.042,211,1,25.6,0.047,0.156,0.024,0.024,0.744,0.005,,,,,,,,,
YGR116W,SPT6,spt6-14,TSA834,37,408,2,21.6,0.047,0.015,0.015,0.039,0.093,0.007,0.784,0,155,1,25.2,0.084,0,0.11,0.748,0.058,139,2,86.3,0.129,0.468,0.043,0.194,0.137,0.029,,,,,,,,,
YGR116W,SPT6,spt6-14,TSA834,RT,262,2,29,0.069,0.08,0.023,0.034,0.084,0,0.71,0,124,1,14.5,0.032,0,0.097,0.855,0.016,166,2,26.5,0.048,0.127,0.012,0.072,0.735,0.006,,,,,,,,,
YGR156W,PTI1,pti1-ts1,TSA835,37,296,1,16.6,0.014,0.007,0.03,0.041,0.061,0.014,0.834,0,158,1,27.2,0.101,0.101,0.038,0.728,0.032,28,1,35.7,0.179,0,0.036,0.143,0.643,0,33,1,24.2,0.091,0,0.03,0.121,0.758,0
YGR156W,PTI1,pti1-ts1,TSA835,RT,304,1,22,0.023,0.007,0.069,0.049,0.033,0.039,0.78,0,93,1,21.5,0.108,0.054,0.022,0.785,0.032,33,1,18.2,0.061,0.03,0.03,0.061,0.818,0,35,1,25.7,0.029,0.114,0.029,0.057,0.743,0.029
YIL118W,RHO3,rho3-ser228,TSA836,37,174,1,34.5,0.046,0.006,0,0.069,0.149,0.075,0.655,0,206,1,56.8,0.073,0.408,0.024,0.432,0.063,79,1,22.8,0.051,0.127,0.051,0,0.772,0,67,1,28.4,0.03,0.045,0.06,0.149,0.716,0
YIL118W,RHO3,rho3-ser228,TSA836,RT,198,1,16.7,0.005,0.005,0.03,0.04,0.051,0.035,0.833,0,195,1,25.6,0.128,0.062,0.031,0.744,0.036,26,1,11.5,0.038,0.038,0,0,0.885,0.038,25,1,4,0,0,0,0.04,0.96,0
YKL112W,ABF1,abf1-101,TSA837,37,384,3,22.1,0.023,0.005,0.031,0.031,0.096,0.034,0.779,0,730,3,75.9,0.705,0.012,0.014,0.241,0.027,22,1,22.7,0,0,0.136,0.091,0.773,0,20,1,30,0,0.1,0,0.2,0.7,0
YKL112W,ABF1,abf1-101,TSA837,RT,311,3,23.5,0.035,0.01,0.019,0.055,0.074,0.042,0.765,0,381,3,87.7,0.827,0,0.026,0.123,0.024,34,1,14.7,0.029,0.088,0,0.029,0.853,0,31,1,35.5,0.097,0.065,0.065,0.129,0.645,0
YKL203C,TOR2,tor2-29,TSA838,37,,,,,,,,,,,,,,,,,,,,107,1,71,0.028,0.019,0.028,0.636,0.29,0,106,1,62.3,0,0.142,0,0.481,0.377,0
YKL203C,TOR2,tor2-29,TSA838,RT,174,1,25.9,0.057,0.011,0.029,0.046,0.08,0.029,0.741,0.006,,,,,,,,,72,1,31.9,0.069,0.014,0.014,0.208,0.681,0.014,77,1,28.6,0.026,0.091,0.026,0.143,0.714,0
YKR037C,SPC34,spc34-5,TSA839,37,97,2,29.9,0.021,0.01,0.072,0.031,0.134,0.031,0.701,0,591,3,73.6,0.662,0.019,0.02,0.264,0.036,,,,,,,,,,,,,,,,,,
YKR037C,SPC34,spc34-5,TSA839,RT,215,3,34.9,0.009,0.009,0.042,0.033,0.214,0.042,0.651,0,293,3,81.6,0.768,0.01,0.027,0.184,0.01,27,1,22.2,0.074,0.111,0.037,0,0.778,0,27,1,44.4,0.037,0.074,0.111,0.222,0.556,0
YJR076C,CDC11,cdc11-5,TSA84,37,,,,,,,,,,,,,,,,,,,,135,1,28.9,0.03,0.015,0.111,0.126,0.711,0.007,131,1,28.2,0.031,0.069,0.008,0.176,0.718,0
YJR076C,CDC11,cdc11-5,TSA84,RT,106,1,36.8,0.019,0.028,0.057,0.094,0.142,0.028,0.632,0,,,,,,,,,94,1,23.4,0.032,0.085,0.021,0.085,0.766,0.011,89,1,15.7,0.034,0.011,0.022,0.09,0.843,0
YLR298C,YHC1,yhc1-3,TSA840,37,47,2,91.5,0,0.021,0.362,0.128,0.234,0.17,0.085,0,271,3,43.2,0.103,0.107,0.129,0.568,0.092,149,2,40.9,0.101,0.168,0.02,0.107,0.591,0.013,34,1,41.2,0.029,0.147,0.059,0.176,0.588,0
YLR298C,YHC1,yhc1-3,TSA840,RT,87,2,81.6,0.011,0.023,0.448,0.172,0.08,0.08,0.184,0,177,3,45.2,0.085,0.096,0.153,0.548,0.119,189,2,21.2,0.063,0.069,0.026,0.042,0.788,0.011,30,1,33.3,0.033,0.067,0.1,0.1,0.667,0.033
YLR298C,YHC1,yhc1-6,TSA842,37,63,3,60.3,0.032,0,0.095,0.222,0.175,0.079,0.397,0,166,2,63.9,0.054,0.289,0.217,0.361,0.078,8,1,75,0.125,0.625,0,0,0.25,0,,,,,,,,,
YLR298C,YHC1,yhc1-6,TSA842,RT,50,3,34,0.02,0.02,0.1,0.02,0.12,0.06,0.66,0,79,2,51.9,0.063,0.114,0.203,0.481,0.139,22,1,13.6,0,0.045,0.091,0,0.864,0,,,,,,,,,
YLR298C,YHC1,yhc1-8,TSA844,37,619,3,39.4,0.015,0.029,0.168,0.107,0.052,0.023,0.606,0.002,461,3,23.2,0.063,0.074,0.052,0.768,0.043,91,2,34.1,0.165,0.033,0.022,0.11,0.659,0.011,20,1,35,0,0,0.05,0.3,0.65,0
YLR298C,YHC1,yhc1-8,TSA844,RT,520,3,30,0.025,0.021,0.137,0.042,0.056,0.019,0.7,0,556,3,21.8,0.081,0.077,0.034,0.782,0.025,105,2,15.2,0.057,0.057,0.029,0,0.848,0.01,19,1,31.6,0,0.053,0,0.263,0.684,0
YMR168C,CEP3,cep3-2,TSA845,37,16,1,25,0.063,0,0,0.063,0.125,0,0.75,0,83,1,30.1,0.096,0.108,0.072,0.699,0.024,68,1,30.9,0.044,0.029,0.147,0.088,0.691,0,54,1,50,0.093,0.111,0.037,0.259,0.5,0
YMR168C,CEP3,cep3-2,TSA845,RT,129,1,31,0.031,0,0.186,0.031,0.039,0.023,0.69,0,151,1,30.5,0.086,0.106,0.06,0.695,0.053,58,1,20.7,0.069,0,0.017,0.103,0.793,0.017,54,1,29.6,0.019,0,0.056,0.204,0.704,0.019
YML069W,POB3,pob3-l78r,TSA846,37,351,4,33,0.023,0,0.02,0.054,0.199,0.034,0.67,0,102,3,66.7,0.088,0.441,0.127,0.333,0.01,156,2,60.9,0.064,0.314,0.212,0,0.391,0.019,52,1,80.8,0.019,0,0.404,0.385,0.192,0
YML069W,POB3,pob3-l78r,TSA846,RT,364,4,28,0.033,0.019,0.019,0.038,0.151,0.019,0.72,0,57,2,49.1,0.193,0.175,0.105,0.509,0.018,92,2,16.3,0.043,0.098,0.011,0.011,0.837,0,29,1,41.4,0.034,0.069,0.103,0.207,0.586,0
YML069W,POB3,pob3-q308k,TSA847,37,42,1,54.8,0,0,0.048,0,0.452,0.048,0.452,0,153,1,42.5,0.294,0.007,0.072,0.575,0.052,15,1,33.3,0.067,0.2,0.067,0,0.667,0,16,1,56.3,0.063,0.063,0.125,0.313,0.438,0
YML069W,POB3,pob3-q308k,TSA847,RT,38,2,39.5,0.053,0,0.026,0.026,0.237,0.053,0.605,0,106,1,50.9,0.321,0.019,0.113,0.491,0.057,12,1,25,0,0.083,0.083,0,0.75,0.083,13,1,23.1,0,0.077,0,0.077,0.769,0.077
YJL085W,EXO70,exo70-38,TSA848,37,186,2,61.3,0.038,0.065,0.011,0.226,0.247,0.022,0.387,0.005,366,2,42.1,0.071,0.257,0.052,0.579,0.041,56,1,64.3,0.018,0.482,0.071,0.036,0.357,0.036,49,1,65.3,0.082,0.02,0.224,0.306,0.347,0.02
YJL085W,EXO70,exo70-38,TSA848,RT,194,2,17.5,0.041,0.01,0.026,0.026,0.046,0.026,0.825,0,254,2,26,0.087,0.059,0.051,0.74,0.063,58,1,20.7,0.069,0.103,0.017,0,0.793,0.017,55,1,12.7,0.018,0.018,0.055,0.036,0.873,0
YOR149C,SMP3,smp3-1,TSA849,37,146,1,47.3,0.034,0.014,0.116,0.082,0.158,0.068,0.527,0,91,1,38.5,0.088,0.231,0.044,0.615,0.022,57,1,26.3,0.123,0,0.035,0.105,0.737,0,55,1,34.5,0.091,0.073,0,0.145,0.655,0.036
YOR149C,SMP3,smp3-1,TSA849,RT,77,1,37.7,0.013,0.013,0.026,0.052,0.195,0.078,0.623,0,176,1,39.2,0.153,0.153,0.04,0.608,0.045,34,1,23.5,0.088,0.059,0,0.088,0.765,0,30,1,30,0.033,0.067,0.1,0.1,0.7,0
YOR260W,GCD1,gcd1-502,TSA850,37,224,2,22.3,0.009,0.022,0.036,0.054,0.067,0.036,0.777,0,368,2,25.3,0.125,0.035,0.06,0.747,0.033,127,1,11,0.016,0.008,0.063,0.024,0.89,0,120,1,25.8,0.067,0.05,0.008,0.125,0.742,0.008
YOR260W,GCD1,gcd1-502,TSA850,RT,264,2,24.2,0.015,0.038,0.019,0.042,0.117,0.011,0.758,0,185,2,39.5,0.114,0.011,0.211,0.605,0.059,46,1,13,0.043,0.022,0.043,0.022,0.87,0,38,1,18.4,0,0.026,0,0.158,0.816,0
YDL126C,CDC48,cdc48-4601,TSA851,37,429,2,11.9,0.009,0.002,0.04,0.047,0.019,0.002,0.881,0,252,2,25.4,0.107,0.071,0.044,0.746,0.032,311,2,49.8,0.042,0.395,0.048,0.003,0.502,0.01,21,1,38.1,0,0.048,0.095,0.238,0.619,0
YDL126C,CDC48,cdc48-4601,TSA851,RT,346,2,16.2,0,0.023,0.043,0.052,0.038,0.003,0.838,0.003,395,2,34.9,0.139,0.091,0.043,0.651,0.076,232,2,25,0.073,0.103,0.034,0.03,0.75,0.009,28,1,25,0,0.036,0.071,0.143,0.75,0
YDL195W,SEC31,sec31-1,TSA852,37,200,3,95,0.025,0.76,0.005,0.11,0.015,0.03,0.05,0.005,537,3,63.5,0.047,0.464,0.088,0.365,0.037,231,2,67.5,0.082,0.455,0.126,0,0.325,0.013,18,1,88.9,0.056,0.167,0.167,0.389,0.111,0.111
YDL195W,SEC31,sec31-1,TSA852,RT,400,3,15.3,0.018,0.008,0.013,0.045,0.05,0.02,0.848,0,409,3,28.4,0.103,0.078,0.059,0.716,0.044,199,2,14.1,0.04,0.05,0.04,0,0.859,0.01,54,1,14.8,0.019,0.019,0.056,0.056,0.852,0
YDR141C,DOP1,dop1-1,TSA854,37,509,2,21.2,0.059,0.002,0.016,0.051,0.075,0.008,0.788,0.002,355,2,43.9,0.104,0.177,0.082,0.561,0.076,580,2,44.7,0.105,0.186,0.036,0.11,0.553,0.009,,,,,,,,,
YDR141C,DOP1,dop1-1,TSA854,RT,393,2,18.3,0.048,0.015,0.01,0.043,0.046,0.02,0.817,0,469,2,33.3,0.13,0.098,0.055,0.667,0.049,272,2,26.1,0.048,0.099,0.033,0.074,0.739,0.007,,,,,,,,,
YLR116W,MSL5,msl5-9,TSA855,37,127,1,44.1,0.024,0.079,0.063,0.181,0.055,0.031,0.559,0.008,150,1,42.7,0.027,0.127,0.207,0.573,0.067,68,1,47.1,0.015,0.265,0.029,0.147,0.529,0.015,62,1,27.4,0.081,0.048,0.065,0.081,0.726,0
YLR116W,MSL5,msl5-9,TSA855,RT,181,1,30.9,0.028,0.006,0.11,0.083,0.072,0.011,0.691,0,117,1,22.2,0.068,0.051,0.043,0.778,0.06,16,1,18.8,0,0.063,0.063,0.063,0.813,0,21,1,14.3,0,0,0.095,0.048,0.857,0
YJL085W,EXO70,exo70-29/37,TSA856,37,1045,4,34.8,0.047,0.021,0.017,0.088,0.163,0.012,0.652,0,425,4,54.1,0.056,0.282,0.134,0.459,0.068,262,4,66.4,0.042,0.531,0.038,0.046,0.336,0.008,74,1,32.4,0.014,0,0.257,0.054,0.676,0
YJL085W,EXO70,exo70-29/37,TSA856,RT,678,4,20.1,0.029,0.024,0.012,0.04,0.086,0.009,0.799,0.001,451,4,30.6,0.071,0.126,0.053,0.694,0.055,290,4,38.6,0.059,0.248,0.031,0.031,0.614,0.017,73,1,17.8,0.027,0.027,0.014,0.082,0.822,0.027
YKR037C,SPC34,spc34-7,TSA857,37,242,3,39.3,0.037,0.012,0.025,0.033,0.26,0.021,0.607,0.004,201,2,64.7,0.567,0.005,0.03,0.353,0.045,261,2,18.4,0.054,0.077,0.027,0.019,0.816,0.008,58,1,6.9,0,0.017,0,0.052,0.931,0
YKR037C,SPC34,spc34-7,TSA857,RT,158,3,43,0.07,0.019,0.032,0.063,0.228,0.019,0.57,0,150,2,56.7,0.367,0.02,0.12,0.433,0.06,85,2,14.1,0.047,0.047,0.035,0.012,0.859,0,29,1,13.8,0.069,0,0,0.069,0.862,0
YOL123W,HRP1,hrp1-4,TSA858,37,,,,,,,,,,,,104,1,22.1,0.058,0.019,0.125,0.779,0.019,50,1,60,0.1,0,0.06,0.4,0.4,0.04,55,1,50.9,0.091,0.109,0.036,0.236,0.491,0.036
YOL123W,HRP1,hrp1-4,TSA858,RT,23,1,43.5,0.043,0,0.043,0.13,0.13,0.087,0.565,0,149,1,34.9,0.04,0.02,0.208,0.651,0.081,73,1,42.5,0.164,0,0,0.247,0.575,0.014,67,1,29.9,0.06,0.134,0,0.104,0.701,0
YDL103C,QRI1,qri1-ts1,TSA859,37,300,2,61.3,0.08,0.027,0.013,0.137,0.237,0.117,0.387,0.003,333,2,51.1,0.138,0.243,0.072,0.489,0.057,43,1,34.9,0,0.233,0.116,0,0.651,0,38,1,63.2,0.026,0.105,0.158,0.289,0.368,0.053
YDL103C,QRI1,qri1-ts1,TSA859,RT,409,2,33,0.034,0.044,0.015,0.076,0.132,0.027,0.67,0.002,255,2,47.5,0.337,0.051,0.047,0.525,0.039,39,1,12.8,0.026,0.077,0,0.026,0.872,0,32,1,6.3,0,0,0,0.063,0.938,0
YHR166C,CDC23,cdc23-1,TSA86,37,239,2,23,0.017,0.004,0.004,0.025,0.167,0.013,0.77,0,379,2,21.1,0.045,0.087,0.034,0.789,0.045,108,1,26.9,0.009,0.046,0.204,0.009,0.731,0,106,1,34,0.019,0.009,0.047,0.264,0.66,0
YHR166C,CDC23,cdc23-1,TSA86,RT,332,2,16.3,0.03,0.006,0.003,0.051,0.069,0,0.837,0.003,230,2,28.3,0.057,0.113,0.065,0.717,0.048,43,1,23.3,0.047,0.14,0.023,0,0.767,0.023,39,1,20.5,0.051,0,0.077,0.077,0.795,0
YDL103C,QRI1,qri1-ts6,TSA860,37,547,1,29.1,0.044,0.013,0.049,0.055,0.095,0.033,0.709,0.002,144,1,40.3,0.056,0.25,0.056,0.597,0.042,28,1,28.6,0.071,0.143,0.036,0.036,0.714,0,24,1,70.8,0.083,0.208,0,0.417,0.292,0
YDL103C,QRI1,qri1-ts6,TSA860,RT,394,1,19.8,0.023,0.013,0.036,0.061,0.046,0.02,0.802,0,241,1,28.2,0.158,0.075,0.017,0.718,0.033,68,1,13.2,0.044,0.029,0.029,0.015,0.868,0.015,64,1,26.6,0.063,0.016,0.047,0.141,0.734,0
YPL190C,NAB3,nab3-11,TSA861,37,52,2,32.7,0.058,0,0.058,0.077,0.077,0.058,0.673,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YPL190C,NAB3,nab3-11,TSA861,RT,168,2,19.6,0.036,0,0.054,0.048,0.048,0.006,0.804,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,
YDR113C,PDS1,pds1-128,TSA862,37,212,1,17.9,0.024,0.009,0.042,0.047,0.047,0.009,0.821,0,71,1,29.6,0.197,0.028,0.056,0.704,0.014,134,1,22.4,0.022,0.067,0.06,0.052,0.776,0.022,122,1,16.4,0.033,0.008,0.033,0.074,0.836,0.016
YDR113C,PDS1,pds1-128,TSA862,RT,139,1,21.6,0.014,0.022,0.007,0.072,0.072,0.029,0.784,0,110,1,29.1,0.091,0.118,0.036,0.709,0.045,59,1,15.3,0.017,0.085,0.017,0.034,0.847,0,53,1,13.2,0,0.019,0.057,0.057,0.868,0
YHR166C,CDC23,cdc23-4,TSA87,37,145,1,21.4,0.007,0,0.117,0.028,0.055,0.007,0.786,0,105,1,31.4,0.133,0.114,0.038,0.686,0.029,175,1,12,0.023,0.017,0.057,0.023,0.88,0,158,1,16.5,0.019,0.013,0,0.133,0.835,0
YHR166C,CDC23,cdc23-4,TSA87,RT,215,1,18.1,0.005,0.023,0.028,0.065,0.06,0,0.819,0,199,1,26.6,0.075,0.09,0.055,0.734,0.045,60,1,10,0.033,0.017,0.05,0,0.9,0,50,1,10,0.02,0.02,0.02,0.04,0.9,0
YFL009W,CDC4,cdc4-1,TSA878,37,224,1,25.4,0.027,0.004,0.022,0.031,0.143,0.027,0.746,0,,,,,,,,,82,1,20.7,0.024,0.061,0.073,0.049,0.793,0,75,1,25.3,0.013,0.013,0.08,0.147,0.747,0
YFL009W,CDC4,cdc4-1,TSA878,RT,128,1,19.5,0.055,0.008,0.047,0.031,0.047,0.008,0.805,0,,,,,,,,,48,1,20.8,0.083,0.083,0,0.042,0.792,0,45,1,24.4,0.067,0.067,0,0.111,0.756,0
YMR001C,CDC5,cdc5-1,TSA879,37,572,2,26,0.033,0.003,0.063,0.033,0.105,0.021,0.74,0.002,182,2,31.9,0.148,0.027,0.11,0.681,0.033,,,,,,,,,,,,,,,,,,
YMR001C,CDC5,cdc5-1,TSA879,RT,107,1,24.3,0.009,0,0.093,0,0.084,0.056,0.757,0,203,2,30.5,0.123,0.059,0.079,0.695,0.044,,,,,,,,,,,,,,,,,,
YFR036W,CDC26,cdc26-1,TSA88,37,205,1,16.1,0.034,0.01,0.024,0.044,0.024,0.024,0.839,0,142,1,19,0.049,0.014,0.085,0.81,0.042,127,1,15.7,0.016,0.024,0.071,0.047,0.843,0,131,1,16.8,0.008,0.008,0.015,0.13,0.832,0.008
YFR036W,CDC26,cdc26-1,TSA88,RT,215,1,19.5,0,0.009,0.037,0.06,0.074,0.014,0.805,0,189,1,37,0.09,0.063,0.159,0.63,0.058,63,1,14.3,0.016,0.063,0,0.063,0.857,0,62,1,9.7,0.032,0.016,0.016,0.032,0.903,0
YDL017W,CDC7,cdc7-1,TSA880,37,,,,,,,,,,,,,,,,,,,,47,1,38.3,0.064,0.064,0.128,0.128,0.617,0,49,1,40.8,0.082,0.082,0.082,0.163,0.592,0
YDL017W,CDC7,cdc7-1,TSA880,RT,96,1,7.3,0.031,0,0.031,0,0.01,0,0.927,0,,,,,,,,,43,1,20.9,0.116,0.047,0,0.047,0.791,0,39,1,30.8,0.051,0.026,0.026,0.205,0.692,0
YDL220C,CDC13,cdc13-1,TSA881,37,330,1,17.3,0.027,0.006,0.006,0.021,0.109,0.003,0.827,0,,,,,,,,,28,1,32.1,0.036,0.25,0,0.036,0.679,0,29,1,24.1,0.034,0.034,0.069,0.103,0.759,0
YDL220C,CDC13,cdc13-1,TSA881,RT,138,1,13.8,0.014,0.007,0.014,0.058,0.036,0.007,0.862,0,,,,,,,,,20,1,20,0.05,0.1,0.05,0,0.8,0,22,1,9.1,0,0,0.045,0.045,0.909,0
YAR019C,CDC15,cdc15-2,TSA882,37,169,1,29.6,0.053,0.018,0.012,0.053,0.142,0.018,0.704,0,78,1,32.1,0.141,0.09,0.038,0.679,0.051,52,1,13.5,0,0.019,0.115,0,0.865,0,56,1,28.6,0,0,0.036,0.25,0.714,0
YAR019C,CDC15,cdc15-2,TSA882,RT,101,1,11.9,0.01,0,0.01,0.059,0.04,0,0.881,0,162,1,32.7,0.154,0.08,0.031,0.673,0.062,40,1,22.5,0.1,0.075,0.05,0,0.775,0,36,1,13.9,0.028,0.056,0,0.056,0.861,0
YKL022C,CDC16,cdc16-1,TSA883,37,113,1,13.3,0.027,0.009,0,0.009,0.08,0.009,0.867,0,,,,,,,,,173,1,19.1,0.012,0.058,0.081,0.035,0.809,0.006,164,1,18.3,0.024,0.024,0.049,0.085,0.817,0
YKL022C,CDC16,cdc16-1,TSA883,RT,72,1,20.8,0.028,0,0.014,0.042,0.125,0,0.792,0,,,,,,,,,55,1,21.8,0.036,0.164,0.018,0,0.782,0,53,1,11.3,0.038,0.019,0.038,0.019,0.887,0
YOR236W,DFR1,dfr1-td,TSA884,37,,,,,,,,,,,,,,,,,,,,99,1,33.3,0.01,0.182,0.141,0,0.667,0,,,,,,,,,
YOR236W,DFR1,dfr1-td,TSA884,RT,,,,,,,,,,,,,,,,,,,,51,1,13.7,0,0.118,0.02,0,0.863,0,,,,,,,,,
YLR314C,CDC3,cdc3-1,TSA885,37,220,1,24.1,0.036,0.005,0.014,0.032,0.145,0.009,0.759,0,,,,,,,,,53,1,45.3,0.057,0.283,0.057,0.038,0.547,0.019,38,1,52.6,0.053,0.132,0.184,0.105,0.474,0.053
